customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
570,Male,1,Yes,No,71,No,No,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,70.43,5784.55
571,Female,1,No,No,37,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,58.87,2445.98
572,Female,1,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,52.78,873.96
573,Male,0,No,No,43,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,102.85,5624.82
574,Male,1,Yes,No,68,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,45.93,283.74
575,Female,1,No,No,21,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),28.16,1844.58
576,Male,0,Yes,No,41,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),43.35,226.33
577,Female,0,Yes,Yes,13,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,55.4,7464.65
578,Female,1,Yes,No,47,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,85.47,4885.57
579,Male,0,No,Yes,58,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.71,213.31
580,Male,1,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.25,4100.05
581,Male,0,No,Yes,2,No,No phone service,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,30.75,4011.23
582,Male,1,Yes,No,25,No,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),44.86,6017.99
583,Female,1,No,Yes,31,Yes,No phone service,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,49.14,2304.4
584,Female,1,Yes,No,55,No,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),110.24,1232.51
585,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,90.38,629.13
586,Male,0,No,No,61,No,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,112.83,5131.2
587,Male,1,No,No,0,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),74.32,6061.27
588,Female,1,Yes,Yes,15,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,87.26,8045.03
589,Male,1,No,Yes,39,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,35.8,3495.37
590,Male,1,Yes,Yes,72,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,113.62,1910.8
591,Male,1,Yes,Yes,11,No,Yes,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,95.1,8654.59
592,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.24,7190.97
593,Male,1,Yes,Yes,21,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),27.72,5879.32
594,Female,0,No,Yes,31,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),46.85,1928.53
595,Female,1,No,Yes,34,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,110.19,3699.45
596,Female,0,No,No,16,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Mailed check,87.32,4718.36
597,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.63,5793.86
598,Male,0,No,Yes,22,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,61.52,259.83
599,Male,0,No,No,52,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),49.06,7869.15
600,Male,1,Yes,No,26,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,41.67,3344.49
601,Female,0,No,Yes,32,No,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.93,5906.22
602,Female,0,No,Yes,61,No,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.28,943.71
603,Female,0,No,No,32,No,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,23.28,1788.12
604,Male,0,No,No,3,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,50.03,3954.44
605,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),22.43,1620.43
606,Male,0,No,Yes,32,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,25.1,2256.43
607,Female,1,No,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,115.78,4970.03
608,Male,1,Yes,Yes,10,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Mailed check,82.31,4546.46
609,Male,0,Yes,No,1,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.45,7076.55
610,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Electronic check,58.71,3293.52
611,Male,0,No,No,14,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,30.63,573.67
612,Female,0,No,No,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,95.58,3572.59
613,Female,1,No,No,0,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),36.94,2084.98
614,Female,1,No,No,49,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),88.69,856.74
615,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,20.85,6175.98
616,Male,0,Yes,Yes,13,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,26.64,6269.35
617,Female,0,Yes,No,45,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,46.48,5877.39
618,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),65.55,7918.48
619,Female,0,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.67,3439.33
620,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),76.95,5257.6
621,Male,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.92,7931.59
622,Female,1,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,25.17,8435.79
623,Male,1,Yes,No,36,No,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,75.57,2978.8
624,Female,0,No,No,30,No,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),69.77,147.81
625,Female,0,No,No,1,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,47.67,4200.3
626,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,85.95,6937.5
627,Female,1,Yes,No,46,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.77,7346.39
628,Female,1,No,No,35,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.51,1939.21
629,Male,1,Yes,Yes,12,No,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),34.82,6323.33
630,Male,0,Yes,No,30,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,61.6,873.32
631,Female,1,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),116.07,1847.01
632,Female,1,Yes,Yes,44,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,92.04,2894.58
633,Female,0,Yes,Yes,30,No,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,37.35,4150.05
634,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),68.81,3478.78
635,Female,1,Yes,No,32,No,No phone service,No,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),22.86,904.2
636,Female,1,No,No,4,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.53,6082.83
637,Male,1,No,No,30,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,49.64,1840.1
638,Female,0,No,No,63,No,No,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,41.5,3061.87
639,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,42.07,3447.62
640,Female,1,Yes,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.12,1534.56
641,Female,1,No,No,57,No,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),71.01,45.95
642,Female,0,No,Yes,65,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.76,1652.27
643,Male,1,No,No,8,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),72.65,5493.27
644,Female,0,No,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),100.97,4666.24
645,Female,1,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),72.06,5538.47
646,Female,0,Yes,Yes,70,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.64,8344.71
647,Male,1,Yes,Yes,69,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.75,7766.42
648,Male,1,Yes,Yes,71,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),45.42,2507.02
649,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),105.22,7728.15
650,Female,1,No,No,8,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,48.25,4736.07
651,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,59.07,727.33
652,Female,0,Yes,No,67,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,42.24,1963.06
653,Male,1,No,No,56,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.48,4991.28
654,Female,0,No,No,43,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,104.45,6949.91
655,Female,0,No,Yes,46,No,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.86,1051.38
656,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.88,894.75
657,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),41.52,6965.42
658,Female,1,Yes,No,49,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),59.4,7574.92
659,Female,0,Yes,No,0,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.01,5320.66
660,Female,1,Yes,Yes,32,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,68.2,5226.68
661,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),90.08,2818.33
662,Male,0,No,No,71,No,Yes,No,No internet service,No internet service,Yes,No,No,No,Two year,No,Mailed check,24.61,3575.85
663,Male,0,No,No,1,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,116.91,8570.84
664,Male,1,Yes,No,23,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,81.26,8334.82
665,Male,0,Yes,No,65,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,21.52,7796.07
666,Male,0,No,Yes,13,No,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,95.08,2155.53
667,Female,0,No,Yes,45,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,111.85,4253.48
668,Male,0,No,Yes,58,No,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),67.45,8645.75
669,Female,1,Yes,Yes,8,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),72.89,4341.66
670,Female,1,Yes,Yes,59,Yes,No,DSL,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),18.55,7261.07
671,Female,1,No,Yes,14,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),62.7,6540.8
672,Male,1,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),84.97,694.2
673,Female,1,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),44.2,660.04
674,Male,0,Yes,Yes,39,No,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,87.65,8129.61
675,Female,0,No,No,41,No,Yes,No,No internet service,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),40.13,941.58
676,Male,1,Yes,No,4,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.76,2771.49
677,Male,1,No,No,12,No,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.65,8080.72
678,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,69.39,2527.13
679,Male,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,67.22,1331.64
680,Male,0,No,Yes,15,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.23,5020.1
681,Female,1,Yes,Yes,61,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,21.59,6741.45
682,Female,1,No,Yes,63,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),69.55,2397.72
683,Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,53.85,5546.54
684,Male,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,114.08,5852.67
685,Male,0,No,Yes,72,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,112.91,1796.94
686,Male,1,Yes,Yes,41,No,No phone service,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,20.6,48.17
687,Male,0,Yes,No,22,No,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,57.41,3535.44
688,Female,1,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,25.31,2786.47
689,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,117.83,3430.04
690,Female,0,No,Yes,22,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,97.93,2026.06
691,Male,0,No,No,5,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,20.16,6690.08
692,Male,1,No,Yes,49,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,103.7,187.5
693,Female,0,No,No,39,Yes,Yes,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),40.86,5920.32
694,Female,1,No,Yes,69,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,61.1,1056.66
695,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.45,8545.71
696,Female,0,No,No,0,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),60.15,6375.98
697,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),96.42,1006.6
698,Male,0,Yes,Yes,62,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.39,6403.09
699,Female,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.11,351.76
700,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),45.08,2220.11
701,Female,1,Yes,No,15,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.48,8152.99
702,Female,0,Yes,No,67,No,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.8,6149.36
703,Female,0,No,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),106.17,2844.08
704,Male,1,No,No,63,No,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),85.89,819.53
705,Female,0,No,Yes,70,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,30.38,3571.15
706,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.91,6402.77
707,Female,0,Yes,Yes,63,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.2,280.43
708,Male,0,Yes,No,31,No,No phone service,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.36,7289.01
709,Male,0,No,No,25,Yes,No phone service,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),21.0,5515.81
710,Female,0,No,No,69,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,83.1,2209.83
711,Female,1,No,Yes,3,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),57.51,4809.48
712,Female,0,No,Yes,53,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),109.58,5738.28
713,Male,0,Yes,No,51,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.09,2500.87
714,Female,1,No,Yes,46,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,55.01,5730.81
715,Female,0,Yes,Yes,17,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,99.86,1218.15
716,Male,0,Yes,Yes,67,No,No phone service,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),23.69,2111.57
717,Male,1,Yes,Yes,10,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,35.28,6321.13
718,Female,0,No,No,52,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),52.94,2244.82
719,Female,1,No,No,24,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.09,8262.81
720,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,28.08,2721.65
721,Male,1,Yes,Yes,71,No,No,No,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,67.56,4952.92
722,Male,1,No,Yes,57,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,One year,No,Mailed check,54.75,2264.52
723,Male,1,Yes,No,63,No,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,95.61,1355.39
724,Female,0,No,Yes,53,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,104.11,6792.18
725,Male,0,No,Yes,56,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),59.97,353.55
726,Female,0,No,Yes,16,No,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.19,4851.43
727,Male,1,No,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,81.56,1908.55
728,Male,0,No,No,14,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.23,2305.94
729,Female,1,No,Yes,70,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.26,5809.46
730,Male,1,Yes,No,58,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,68.08,7029.05
731,Male,1,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,67.1,5749.56
732,Male,1,Yes,No,30,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,85.81,2571.17
733,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),95.71,4451.91
734,Male,0,No,No,66,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,31.53,2879.85
735,Male,1,Yes,No,44,No,No,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),70.72,4114.91
736,Female,0,No,Yes,67,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,20.31,3843.57
737,Female,1,No,Yes,41,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),52.33,2503.53
738,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),23.89,1441.42
739,Male,1,No,No,11,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,108.41,2333.99
740,Female,1,Yes,Yes,11,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.76,6005.72
741,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),112.56,5534.81
742,Male,0,Yes,No,71,No,No phone service,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,67.91,7711.26
743,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.5,1265.97
744,Male,1,No,Yes,65,No,No phone service,No,No,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),88.53,5623.33
745,Female,1,Yes,No,54,Yes,No,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,116.97,6375.62
746,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),108.44,799.63
747,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,102.33,1604.7
748,Female,1,Yes,No,5,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),47.38,4758.35
749,Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.39,6788.52
750,Female,0,No,No,69,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,44.59,1893.44
751,Male,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,104.6,7641.58
752,Female,0,No,No,51,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,39.66,8327.91
753,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Electronic check,57.42,567.47
754,Male,1,Yes,Yes,27,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,One year,No,Electronic check,70.27,7946.47
755,Male,0,No,No,17,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.02,6813.1
756,Male,1,Yes,No,4,No,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.59,6348.48
757,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.04,2935.51
758,Female,0,No,Yes,40,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,73.85,1809.41
